la_name,UTLA18CD,region,inspection_type,year,judgement,exp_all_total,exp_cla_total,exp_sg_total,exp_ehfs_total,exp_all_perchild,exp_sg_perchild,exp_ehfs_perchild,exp_cla_percla,cla_exp_aspercent,sg_exp_aspercent,ehfs_exp_aspercent,imd_2015,income_dep_2019,imd_2019,imd_quintile,imd_decile,good_or_outstanding
Norfolk,E10000020,East of England,sif,2016,Inadequate,1338.567756692761,767.1489749629196,198.03522229772977,373.3731764183067,797.2410700969392,117.94831584141141,222.3783063837443,73481.70258265514,57.311179888146825,14.794560925852664,27.893483505146644,21.158,1.1600000000000001,21.183,3,5,0
North East Lincolnshire,E06000012,"North East, Yorkshire and The Humber",slac,2013,Requires improvement to be good,470.1220990508367,120.5779393143992,71.27938976951266,278.2751529807296,1374.6260206164816,208.41926833190834,813.6700379553497,60288.969657199596,25.648217677459257,15.161888776006007,59.19210212465216,30.898,1.9,31.335,5,9,0
North East Lincolnshire,E06000012,"North East, Yorkshire and The Humber",sif,2018,Good,409.7978847160284,158.73486125673355,67.24530052429178,183.81772293500308,1191.5500253431858,195.52599594176488,534.4781429838424,44840.35628721287,38.73491474138031,16.409382047174244,44.855703211445444,30.898,1.9,31.335,5,9,1
North Lincolnshire,E06000013,"North East, Yorkshire and The Humber",slac,2013,Good,307.285293551162,103.51864763321795,76.54357776851381,127.22306814943025,863.1609369414663,215.01004991155565,357.3681689590737,62738.57432316239,33.68812299374895,24.909613110322688,41.40226389592837,21.363,1.33,22.096,3,5,1
North Lincolnshire,E06000013,"North East, Yorkshire and The Humber",sif,2018,Outstanding,289.7116950978068,107.85453303022888,84.50864901539958,97.34851305217835,811.9949973312223,236.85823317749822,272.84540780901466,47723.244703641096,37.22822891006079,29.169912863500187,33.60185822643903,21.363,1.33,22.096,3,5,1
North Somerset,E06000024,South West,slac,2013,Requires improvement to be good,288.98004021341245,108.67900549417175,77.42613394191636,102.86451776351957,686.4133971815023,183.91005686916,244.3337714097852,43471.602197668704,37.60778959471112,26.792900258695024,35.595717160103476,15.783,1.01,15.825,2,3,0
North Somerset,E06000024,South West,sif,2018,Requires improvement to be good,273.07012169683037,126.57295060654488,68.17447609735235,78.32269499293315,632.2677572919733,157.8514809265145,181.34871146109694,53632.60618921393,46.35181242826321,24.96592291889094,28.682264652845863,15.783,1.01,15.825,2,3,0
North Tyneside,E08000022,"North East, Yorkshire and The Humber",slac,2013,Good,379.15651510754464,124.44042044976099,86.9785066422735,167.72720500170539,936.1889261914683,214.76174479573703,414.1412469177911,42183.193372800335,32.820330257140505,22.94000054769012,44.23693074458471,21.279,1.44,22.279,3,5,1
North Tyneside,E08000022,"North East, Yorkshire and The Humber",sif,2018,Good,330.10885172011945,168.8200538861817,71.19022424337221,90.09857359056555,807.566239499277,174.1571647708301,220.41386009385607,59865.26733552543,51.14072313011305,21.565681705418296,27.293595164468666,21.279,1.44,22.279,3,5,1
North Yorkshire,E10000023,"North East, Yorkshire and The Humber",cpi,2013,Requires improvement to be good,744.2751955510862,220.33793595030272,154.62384158012856,369.3238010344596,628.6108070532823,130.5944607940275,311.9288860088341,44966.92570414341,29.6043637175302,20.775089980748305,49.62194135208281,14.646,0.8200000000000001,14.762,1,2,0
North Yorkshire,E10000023,"North East, Yorkshire and The Humber",sif,2015,Good,729.1990595066095,240.6367279385616,140.51332581949234,348.0386227347508,621.1235600567371,119.68767105578564,296.4553856343704,54075.66919967676,33.00014238929233,19.269542930371635,47.72889078741278,14.646,0.8200000000000001,14.762,1,2,1
North Yorkshire,E10000023,"North East, Yorkshire and The Humber",ilacs,2019,Outstanding,563.51111,223.33872,82.07182,258.10057,479.5880050042979,69.84895190597366,219.66192903769394,52181.943925233645,39.633419117504175,14.56436590930745,45.80221497318837,14.646,0.8200000000000001,14.762,1,2,1
Northamptonshire,E10000021,East Midlands,slac,2012,Requires improvement to be good,934.8450309232107,381.01507457859236,258.44359661368384,295.38635973093454,599.2596352071863,165.6689721882589,189.3502305967529,47626.88432232404,40.75703052112488,27.645608423297347,31.59736105557777,18.936,1.04,18.605,2,4,0
Northamptonshire,E10000021,East Midlands,cpi,2013,Inadequate,1090.2475985386945,425.30901146959616,290.0287246076908,374.89947944760286,691.781471153994,184.0283785581794,237.8803803601541,57865.17162851649,39.01031399102883,26.602097082940485,34.38663657228841,18.936,1.04,18.605,2,4,0
Northamptonshire,E10000021,East Midlands,sif,2017,Requires improvement to be good,1338.837715051684,734.608609698877,392.2494955153167,211.96922682368552,810.4344522104624,237.43916193421109,128.3106699901244,73168.18821701962,54.86913024933111,29.297762611966338,15.832331614254139,18.936,1.04,18.605,2,4,0
Northumberland,E06000048,"North East, Yorkshire and The Humber",slac,2013,Outstanding,550.818882341245,176.54238372192626,122.56109495110378,251.71540366821495,901.5038990855073,200.5909901000062,411.97283742752035,56045.20118156389,32.050895381715364,22.250706880301603,45.69839773798304,20.525,1.26,22.079,3,5,1
Northumberland,E06000048,"North East, Yorkshire and The Humber",sif,2017,Requires improvement to be good,507.61516189973844,204.91916045026977,126.9219607490929,175.7740407003758,860.3646811859974,215.1219673713439,297.9221028819929,50472.699618293045,40.36899916136555,25.003579537319236,34.62742130131522,20.525,1.26,22.079,3,5,0
City of Nottingham,E06000018,East Midlands,slac,2011,Good,855.2696131237141,305.79013956328004,182.3257224111642,367.15375114926985,1517.7810348246921,323.5594009071237,651.5594519064239,58245.7408691962,35.75365415432428,21.317923566260376,42.928422279415344,36.927,1.9900000000000002,34.891,5,10,1
City of Nottingham,E06000018,East Midlands,sif,2015,Requires improvement to be good,842.0624195640899,418.2900941375946,155.09107720134168,268.6812482251535,1295.4806454832153,238.60165723283333,413.3557665002362,72118.98174786114,49.67447595561036,18.418002466091245,31.907521578298393,36.927,1.9900000000000002,34.891,5,10,0
City of Nottingham,E06000018,East Midlands,ilacs,2019,Requires improvement to be good,711.14728,420.10946,131.3694,159.66842,1035.8877219559802,191.3583196166116,232.57988958645905,66790.0572337043,59.0748881160032,18.472882298024118,22.45222958597268,36.927,1.9900000000000002,34.891,5,10,0
Nottinghamshire,E10000024,East Midlands,slac,2011,Inadequate,1240.032955685816,363.0836097378133,306.77652587472994,570.1728200732729,782.30582025475735,193.53764801888204,359.7077913527682,53790.164405601965,29.28015808555711,24.739384906513497,45.9804570079294,18.85,1.1400000000000001,18.999,2,4,0
Nottinghamshire,E10000024,East Midlands,sif,2016,Good,1339.4918449213822,552.2621212601033,286.62309607973737,500.60662758154166,820.2644488189726,175.51934848728558,306.5564161552613,66698.32382368397,41.22922609450577,21.397897804787302,37.37287610070694,18.85,1.1400000000000001,18.999,2,4,1
Oldham,E08000004,North West,slac,2012,Good,445.1301848228372,164.68498195691777,78.24639203249052,202.19881083342892,786.4490897929986,138.244508891326,357.24171525340796,50672.30214059009,36.99703762450142,17.57831634438198,45.42464603111661,30.291,1.9300000000000002,33.155,5,9,1
Oldham,E08000004,North West,sif,2016,Requires improvement to be good,378.20127783750894,161.72582302256797,42.11350399200923,174.3619508229317,648.7157424314047,72.23585590396094,299.0771026122328,38970.07783676337,42.761839396019205,11.135209334248456,46.10295126973232,30.291,1.9300000000000002,33.155,5,9,0
Oldham,E08000004,North West,ilacs,2019,Requires improvement to be good,514.0140104,212.61706,142.47823,158.91872039999998,865.1104254746197,239.7977480813249,267.46788811094655,41526.76953125,41.364059285960664,27.71874445389631,30.917196260143026,30.291,1.9300000000000002,33.155,5,9,0
Oxfordshire,E10000025,South East,slac,2012,Good,697.6243145264073,226.3912329984638,184.36079311689247,286.8619053972463,505.52486559884585,133.59477762093655,207.87094594003355,50309.162888547515,32.45174061230261,26.42694488681183,41.11982616202057,11.513,0.6900000000000001,11.656,1,1,1
Oxfordshire,E10000025,South East,sif,2015,Good,867.2516110543794,281.2654609564936,219.55920991494753,366.4269401829383,614.2008576872375,155.49519115789485,259.50916443550875,54614.652612911384,32.43181763762182,25.31666786389867,42.25151449847952,11.513,0.6900000000000001,11.656,1,1,1
Oxfordshire,E10000025,South East,ilacs,2019,Good,1055.79144,584.50917,236.02415,235.25812,729.1981655938338,163.01361300660275,162.48454291792137,75033.26957637999,55.36218118987591,22.35518692972165,22.28263188040244,11.513,0.6900000000000001,11.656,1,1,1
Peterborough,E06000031,East of England,slac,2011,Inadequate,433.6881036100181,190.23757893037305,78.49558436380418,164.9549403158409,1064.7878802111911,192.72178827351874,404.9961706747874,61366.96094528163,43.865067394479155,18.099547511312217,38.03538509420863,27.659,1.56,27.821,4,8,0
Peterborough,E06000031,East of England,cpi,2013,Requires improvement to be good,466.8410666885402,256.77193139112137,88.72285296146914,121.34628233594968,1046.7288490774445,198.93016359073798,272.07686622410245,73363.40896889182,55.00200169031627,19.004937502780123,25.993060806903607,27.659,1.56,27.821,4,8,0
Peterborough,E06000031,East of England,sif,2016,Requires improvement to be good,389.643359050328,238.8716155917565,89.63655817628592,61.145568296090325,816.8623879461803,187.91731273854492,128.1877742056401,66353.22655326569,61.305193593945695,23.004769899006046,15.692701255096331,27.659,1.56,27.821,4,8,0
Peterborough,E06000031,East of England,ilacs,2019,Good,513.8889309000001,282.219151,68.7964493,162.8733306,1004.9258480161138,134.5336044351448,318.50388290279056,76275.44621621622,54.91831678602905,13.387416066641725,31.694267147329203,27.659,1.56,27.821,4,8,1
Plymouth,E06000026,South West,slac,2011,Good,542.2425129385331,152.01770511513982,136.17322604911269,254.05158177428052,1089.4967107465,273.6050352604233,510.45123924910695,40538.054697370615,28.03500306372549,25.112974877450977,46.85202205882352,26.643,1.48,26.619,4,7,1
Plymouth,E06000026,South West,sif,2015,Requires improvement to be good,586.8167912022647,274.2257775968826,98.16101250997419,214.4196180816032,1135.0421493273977,189.8665619148437,414.73813942283016,69424.24749288168,46.73107206681176,16.727710246474516,36.53944830758887,26.643,1.48,26.619,4,7,0
Plymouth,E06000026,South West,ilacs,2019,Requires improvement to be good,596.65292,318.66995,105.6484,172.33457,1135.357208098645,201.03592632059673,327.9315154513625,77347.07524271843,53.40960201786995,17.70684370404154,28.883554278088507,26.643,1.48,26.619,4,7,0
Portsmouth,E06000044,South East,slac,2012,Requires improvement to be good,369.6768235038207,117.80567462853469,70.78100510688533,181.10052678220535,869.8278200089899,166.5435414279655,426.11888654636556,39268.55820951156,31.86720593191776,19.146725087068866,48.98887765419615,27.054,1.34,26.899,4,7,0
Portsmouth,E06000044,South East,sif,2015,Requires improvement to be good,403.4631504244316,186.9669295818812,88.18293624362288,128.31328459892754,929.6385954479991,203.18648904060572,295.6527294906164,58427.165494337874,46.3405219002522,21.85650316537135,31.80297493437645,27.054,1.34,26.899,4,7,0
Portsmouth,E06000044,South East,ilacs,2019,Good,471.02404,279.17283,102.12713,89.72408,1069.3911819461473,231.86470962175906,203.7053989011488,57442.969135802465,59.26933793018292,21.68193580947588,19.04872626034119,27.054,1.34,26.899,4,7,1
Reading,E06000038,South East,slac,2012,Requires improvement to be good,330.56401050138015,130.76367585684523,71.34168785234107,128.45864679219383,989.7126062915573,213.59786782138045,384.606726922736,55644.117385891586,39.55774727518296,21.58180733109275,38.86044539372428,19.319,1.1400000000000001,19.619,2,4,0
Reading,E06000038,South East,cpi,2014,Requires improvement to be good,315.52940651212236,150.3356568787726,62.91068064289545,102.28306899045437,909.3066470089982,181.29879147808487,294.76388758056015,73334.46677013297,47.6455296324328,19.938135509559384,32.416334858007836,19.319,1.1400000000000001,19.619,2,4,0
Reading,E06000038,South East,sif,2017,Inadequate,406.57805456585237,201.89770343309158,107.99372658305917,96.68662454970166,1110.8690015460447,295.06482672966985,264.17110532705374,77060.19215003494,49.657796618826296,26.561622146177026,23.780581234996685,19.319,1.1400000000000001,19.619,2,4,0
Redbridge,E09000026,London,cpi,2013,Good,448.1412588262107,148.09292589694962,132.00963751341354,168.03869541584749,616.4253904074425,181.58134458516307,231.13988365316024,72240.4516570486,33.04603693148908,29.45714881490234,37.496814253608576,20.242,1.21,17.203,2,3,1
Redbridge,E09000026,London,sif,2017,Good,460.13363977068076,201.2435735633932,167.05230910439755,91.82737408908521,607.8383616521542,220.67676235719625,121.30432508465682,88264.72524710228,43.73589674158317,36.30517194692661,19.956674790143513,20.242,1.21,17.203,2,3,1
Redcar and Cleveland,E06000003,"North East, Yorkshire and The Humber",slac,2013,Requires improvement to be good,276.1674011783682,102.83336872210538,57.75032278194165,115.58370967432118,1007.9102232787161,210.76760139394761,421.8383564756248,58761.92498406022,37.23588239717272,20.91134671779833,41.85277088502895,28.567,1.8599999999999999,29.792,4,8,0
Redcar and Cleveland,E06000003,"North East, Yorkshire and The Humber",sif,2018,Requires improvement to be good,314.55796005155395,139.0231439083583,70.8600890890306,104.67472705416509,1143.0573787258038,257.4951454959504,380.3725682407249,49124.785833342154,44.196352203445535,22.526878377967957,33.27676941858652,28.567,1.8599999999999999,29.792,4,8,0
Richmond upon Thames,E09000027,London,slac,2013,Good,285.1071760642459,93.54057136686666,77.82068846649635,113.74591623088291,685.3537886159756,187.068962659847,273.4276832473147,110047.73101984312,32.80891510980007,27.295240176262798,39.895844713937144,10.037,0.64,9.425,1,1,1
Richmond upon Thames,E09000027,London,sif,2018,Good,258.3507359145864,120.44326980268694,55.94009432505886,81.96737178684057,572.5604714210061,123.97521015260595,181.65722216843352,115810.83634873744,46.62006066145166,21.65277142603274,31.727167912515604,10.037,0.64,9.425,1,1,1
Rochdale,E08000005,North West,slac,2011,Requires improvement to be good,486.01849318588756,157.12614790706996,82.73185399613648,246.16049128268116,987.2404899164891,168.05170423753094,500.02131075092655,34916.921757126656,32.32925292144674,17.02236749343075,50.64837958512251,33.684,2.0100000000000002,34.415,5,10,0
Rochdale,E08000005,North West,cpi,2013,Inadequate,494.7921398508895,204.27541359437615,88.38021350591286,202.13651275060053,972.0867187640266,173.63499706466183,397.12477947072796,40450.576949381415,41.28509673899358,17.862089226507745,40.85281403449868,33.684,2.0100000000000002,34.415,5,10,0
Rochdale,E08000005,North West,sif,2015,Requires improvement to be good,542.6785995183319,254.06196478808525,125.28144456794462,163.33519016230207,1072.4873508267428,247.591787683685,322.7968185025733,48392.75519773053,46.81628592201431,23.0857536448169,30.09796043316879,33.684,2.0100000000000002,34.415,5,10,0
Rochdale,E08000005,North West,ilacs,2018,Requires improvement to be good,425.1475516336944,208.04675477245348,98.65914298057082,118.44165388067009,815.58385442314,189.26324236604285,227.2131174813346,41860.514038723035,48.93518825946476,23.205859377869636,27.858952362665608,33.684,2.0100000000000002,34.415,5,10,0
Rotherham,E08000018,"North East, Yorkshire and The Humber",slac,2011,Requires improvement to be good,499.4333470216065,170.88364119834515,119.88227738948189,208.6778114475842,899.2318095455645,215.84853689139698,375.72526367948177,43816.31825598594,34.21550487515852,24.00365896758903,41.782915116109855,28.279,1.6800000000000002,29.55,4,8,0
Rotherham,E08000018,"North East, Yorkshire and The Humber",cpi,2013,Requires improvement to be good,598.9130022847822,241.7580934294731,138.1979137410362,218.95699511427284,1069.4875040799682,246.7819888232789,390.99463413263004,61989.25472550592,40.366145417981336,23.07478936236607,36.559065219652574,28.279,1.6800000000000002,29.55,4,8,0
Rotherham,E08000018,"North East, Yorkshire and The Humber",sif,2015,Inadequate,610.7288719945717,273.2809233406516,151.30127716261305,186.13628847750235,1082.8526099194532,268.2646758202359,330.0288802792595,66653.88374162234,44.746684801088065,24.773886433185993,30.477728663719827,28.279,1.6800000000000002,29.55,4,8,0
Rutland,E06000017,East Midlands,slac,2012,Requires improvement to be good,42.52882454419867,11.140973812481732,10.91254750877754,20.4753032229394,531.6103068024834,136.40684385971923,255.94129028674246,37136.57937493911,26.1962890625,25.6591796875,48.14453125,9.621,0.56,8.381,1,1,0
Rutland,E06000017,East Midlands,cpi,2013,Requires improvement to be good,45.685260740838416,13.684812194642053,11.722422585546946,20.267642946844678,557.1373261077855,142.95637299447498,247.16637740054486,45616.04064880684,29.954545454545457,25.659090909090903,44.36363636363636,9.621,0.56,8.381,1,1,0
Rutland,E06000017,East Midlands,sif,2017,Requires improvement to be good,58.45636772066369,18.86593608320532,18.5440626552585,21.04636898219988,759.1736067618662,240.83198253582466,273.32946730129714,48374.195085141844,32.27353463587922,31.72291296625222,36.00355239786857,9.621,0.56,8.381,1,1,0
Salford,E08000006,North West,slac,2011,Inadequate,718.2345969288083,263.98812598541286,144.8326595622625,309.4138113811329,1528.4839262158082,308.2201735736593,658.4673576955371,45515.19413541601,36.755139214155605,20.16509093011825,43.07976985572614,32.959,1.9100000000000001,34.21,5,10,0
Salford,E08000006,North West,cpi,2013,Requires improvement to be good,581.0957505958552,266.98881697498155,111.88735675983517,202.20919384723365,1137.1736802267226,218.9576453225737,395.7127081159171,49442.37351388547,45.94575277847264,19.254547403780865,34.797913018618445,32.959,1.9100000000000001,34.21,5,10,0
Salford,E08000006,North West,sif,2016,Good,519.6906069546465,259.02504538674907,111.27475894535574,149.3908026225416,965.9676709194173,206.8304069616278,277.6780717891108,46671.17934896379,49.84216414928474,21.41173179892911,28.746104051786137,32.959,1.9100000000000001,34.21,5,10,1
Salford,E08000006,North West,ilacs,2019,Good,600.9451617,295.4037949,122.10215140000001,183.4392154,1062.378746420111,215.85784994519676,324.29235830711025,50669.604614065174,49.1565310326052,20.318351686963922,30.52511728043088,32.959,1.9100000000000001,34.21,5,10,1
Sandwell,E08000028,West Midlands,cpi,2014,Inadequate,737.8792590473688,313.39050566834675,157.98793805286303,266.500815326159,967.0763552390155,207.06151776259898,349.28022978526735,54980.790468131,42.47178678974473,21.41108265555962,36.117130554695635,34.614,2.15,34.884,5,10,0
Sandwell,E08000028,West Midlands,sif,2016,Inadequate,638.0154322734179,277.47566091776497,127.60723966020548,232.9325316954475,810.6930524439872,162.1438877512141,295.97526263716327,52953.37040415362,43.490430933472204,20.000650956906654,36.50891810962115,34.614,2.15,34.884,5,10,0
Sefton,E08000014,North West,slac,2012,Requires improvement to be good,469.0941806841679,192.7606512849239,61.13518528228559,215.1983441169584,865.4874182364721,112.79554480126492,397.04491534494167,48800.164882259225,41.0921003120919,13.032603643285597,45.8752960446225,25.732,1.62,27.035,4,8,0
Sefton,E08000014,North West,sif,2017,Requires improvement to be good,518.9118809192912,192.75026827111915,93.7274656153519,232.42376401901544,971.7450953544779,175.51959853062155,435.2504944176319,42456.006227118756,37.14508673990035,18.062308661984513,44.79060367769174,25.732,1.62,27.035,4,8,0
Sheffield,E08000019,"North East, Yorkshire and The Humber",slac,2011,Requires improvement to be good,1367.4844501389505,356.3865658337586,265.59749312514697,745.5003911800451,1289.8363046019151,250.51640551324934,703.1695823241324,57021.85053340137,26.061471177792626,19.422341007106848,54.51618781510054,27.568,1.56,27.06,4,8,0
Sheffield,E08000019,"North East, Yorkshire and The Humber",sif,2014,Requires improvement to be good,981.4543798926707,365.887023465092,218.52090853447393,397.04644789310476,858.6652492499306,191.18189723051088,347.37222037891934,68390.09784394244,37.280084633694784,22.26500925681037,40.45490610949484,27.568,1.56,27.06,4,8,0
Shropshire,E06000051,West Midlands,slac,2011,Requires improvement to be good,420.78201745073125,159.26504875084555,88.73323597527387,172.78373272461184,702.8261524147841,148.20984796270898,288.59818393955544,72393.20397765706,37.84977545279574,21.087696787247694,41.06252775995657,16.689,0.96,17.153,2,3,0
Shropshire,E06000051,West Midlands,cpi,2013,Requires improvement to be good,341.62192020342394,151.02093578988516,64.90421929340475,125.69676512013406,559.1193456684516,106.22621815614525,205.72301983655328,62925.389912452156,44.207039085769864,18.998845055011852,36.79411585921829,16.689,0.96,17.153,2,3,0
Shropshire,E06000051,West Midlands,sif,2018,Good,347.09986550143776,205.31551790877316,84.35400756468293,57.430340027981615,581.4944723684271,141.31779927406632,96.21272893397935,60744.23606768437,59.151713473632185,24.302518078715163,16.545768447652634,16.689,0.96,17.153,2,3,1
Slough,E06000039,South East,slac,2012,Inadequate,294.5868676679699,89.49119598301961,80.66563424899401,124.43003743595627,787.6654215721121,215.68351403474335,332.70063485549804,52641.879990011534,30.378542224728605,27.38263076272381,42.23882701254758,22.873,1.26,22.965,3,6,0
Slough,E06000039,South East,sif,2014,Inadequate,299.1761597696632,129.9122687248569,99.51080430458985,69.75308674021647,769.0903850119876,255.81183625858574,179.31384766122486,68374.87827624046,43.42333587839246,33.26160894009856,23.315055181508992,22.873,1.26,22.965,3,6,0
Slough,E06000039,South East,ilacs,2019,Requires improvement to be good,338.1547047,158.8274914,99.77957310000001,79.54764019999999,791.9499395770392,233.68128785217453,186.29860230918754,74566.89737089202,46.96888412092526,29.507078184383456,23.52403769469128,22.873,1.26,22.965,3,6,0
Solihull,E08000029,West Midlands,slac,2012,Requires improvement to be good,469.2395428774342,194.33886938324375,125.75906320296248,149.14161029122795,1042.7545397276315,279.46458489547217,331.4258006471732,53243.52585842294,41.41570597216383,26.800610714048638,31.78368331378753,17.238,1.08,17.37,2,3,0
Solihull,E08000029,West Midlands,sif,2017,Requires improvement to be good,358.0789970839306,167.95563130540958,108.92819782548541,81.19516795303555,778.4326023563708,236.80043005540307,176.51123468051208,43852.6452494542,46.90463073042015,30.420158320526575,22.675210949053266,17.238,1.08,17.37,2,3,0
Somerset,E10000027,South West,slac,2013,Requires improvement to be good,801.5790487394241,324.1784570114675,168.64091021652214,308.7596815114345,736.7454492090296,155.00083659606815,283.7864719774214,62947.2732061102,40.44248131500888,21.038587583062395,38.518931101928736,17.783,1.03,18.553,2,4,0
Somerset,E10000027,South West,cpi,2014,Inadequate,755.8626389571716,370.22712323547165,172.91871190407338,212.70642080382177,694.7266902179886,158.93263961771453,195.50222500351265,75556.55576234114,48.98074122915464,22.87700211544273,28.140882991290965,17.783,1.03,18.553,2,4,0
Somerset,E10000027,South West,sif,2015,Inadequate,792.2862513841854,380.20519950182296,208.35593801963736,203.72511386272512,727.5355843748259,191.3277667765265,187.0754029960745,77592.8978575149,47.98836264513931,26.29806306188242,25.713574292978276,17.783,1.03,18.553,2,4,0
South Gloucestershire,E06000025,South West,slac,2013,Requires improvement to be good,345.68167860107576,91.31860641265315,80.4060589038756,173.96739629835176,607.5249184553177,141.31117557798876,305.74234850325445,55344.60994706252,26.416964527077763,23.260144775177963,50.3258943321419,11.358,0.74,11.66,1,1,0
South Gloucestershire,E06000025,South West,sif,2017,Inadequate,349.3884145293665,124.53386757400362,80.85252849747926,144.00201845788362,605.525848404448,140.1256993023904,249.57022263064752,69962.84695168743,35.64338781575037,23.14115898959881,41.21545319465081,11.358,0.74,11.66,1,1,0
South Tyneside,E08000023,"North East, Yorkshire and The Humber",slac,2013,Requires improvement to be good,343.36626652261964,159.96071067576287,63.782853802493264,119.63308505816823,1167.912471165373,216.94848232140566,406.91525529989195,49987.7220861759,46.586029634109465,18.57574841245842,34.84124584215301,30.608,2.06,31.509,5,9,0
South Tyneside,E08000023,"North East, Yorkshire and The Humber",cpi,2014,Requires improvement to be good,316.4846437821581,161.19628931852645,47.22194678393934,108.06640767969232,1076.4783802114223,160.61886661203857,367.5728152370487,52851.24239951687,50.93336832781077,14.920770315934515,34.14586135625471,30.608,2.06,31.509,5,9,0
South Tyneside,E08000023,"North East, Yorkshire and The Humber",sif,2018,Good,339.5247615399945,157.58878346803178,81.06601656901847,100.86996150294425,1146.6944562126193,273.7884311156016,340.6733138672169,49246.49483375993,46.4145185621369,23.87631941815509,29.709162019708018,30.608,2.06,31.509,5,9,1
Southampton,E06000045,South East,slac,2013,Requires improvement to be good,462.99935158078785,191.45239154552715,143.63861297471786,127.90834706054282,995.6975302812641,308.9002429563825,275.0717141086942,39474.71990629426,41.350466451381415,31.023501973448152,27.626031575170433,26.878,1.35,26.876,4,7,0
Southampton,E06000045,South East,sif,2015,Requires improvement to be good,500.2120730569617,211.94846079607603,149.46348371917475,138.8001285417109,1029.2429486768758,307.53803234398094,285.5969723080471,36542.83806828897,42.371720358684826,29.880023248090332,27.748256393224846,26.878,1.35,26.876,4,7,0
Southend-on-Sea,E06000033,East of England,slac,2013,Good,315.3217462360277,119.86151136187242,96.01172865239383,99.44850622176143,836.3972048701,254.6730202981269,263.789141171781,51004.89845186061,38.01244690309196,30.448812934242152,31.538740162665874,24.516,1.44,22.375,3,5,1
Southend-on-Sea,E06000033,East of England,sif,2017,Requires improvement to be good,293.9431208120763,136.17322604911269,79.65848190993462,78.11141285302895,759.5429478348225,205.83587056830652,201.83827610601796,48288.37803160024,46.326386435888374,27.09996467679265,26.573648887318964,24.516,1.44,22.375,3,5,0
Southwark,E09000028,London,slac,2013,Good,1719.8527896302764,717.5181689762815,387.6394373860139,614.6951832679808,2890.5088901349186,651.4948527496033,1033.1011483495477,128128.24446005025,41.719743300269855,22.539105656208303,35.74115104352183,29.489,1.62,25.811,4,7,1
Southwark,E09000028,London,sif,2018,Good,820.3255880771654,418.97209008112014,194.68706438196875,206.66643361407665,1274.0744697250418,302.37483984401695,320.98038954753616,85330.36457863954,51.07387800290203,23.732901571230173,25.193220425867807,29.489,1.62,25.811,4,7,1
St Helens,E08000013,North West,slac,2013,Good,426.9910597059634,171.26781270912036,71.8400725149684,183.88317448187462,1176.2839110357118,197.90653585390743,506.5652189583323,38924.502888436444,40.110397821223614,16.824725221281973,43.064876957494405,29.809,1.8199999999999998,31.518,5,9,1
St Helens,E08000013,North West,sif,2015,Requires improvement to be good,338.87042154516894,172.80449875222132,64.1981743546827,101.85736542446018,930.9626965526618,176.36861086451293,279.8279269902753,42147.43872005398,50.994270306707115,18.94475595183381,30.05790973435058,29.809,1.8199999999999998,31.518,5,9,0
Staffordshire,E10000028,West Midlands,cpi,2013,Requires improvement to be good,1270.7355275064203,572.9866168143564,341.5907711620098,356.1477565162496,743.5550190207258,199.87757235928015,208.39541048346965,60633.50442479962,45.09094177438597,26.881342637229753,28.02689850146259,16.38,0.98,16.567,2,3,0
Staffordshire,E10000028,West Midlands,sif,2014,Good,1321.4046348735324,623.0638923945982,387.33832998567664,311.00241249325745,778.212388029171,228.11444639910283,183.1580756732965,65585.6728836419,47.151635157858344,29.312620809957096,23.535744032184553,16.38,0.98,16.567,2,3,1
Staffordshire,E10000028,West Midlands,ilacs,2019,Good,1163.0762576000002,681.5046314,324.24604650000003,157.32557970000002,685.7639650242037,191.17942872472776,92.76108305867233,58148.85933447099,58.59500844822334,27.878313599925036,13.526677951851607,16.38,0.98,16.567,2,3,1
Stockport,E08000007,North West,slac,2012,Requires improvement to be good,453.8622994326202,141.26090281343335,96.8423697567727,215.7486438486094,748.9476888327066,159.80589068774373,356.02086443664916,47885.05180116385,31.124176427525622,21.337390190336748,47.5361456808199,19.108,1.2,20.826,3,5,0
Stockport,E08000007,North West,sif,2018,Good,406.65068470255557,185.605515283104,86.56383603882725,134.48133338062428,646.3801575256796,137.59511069243902,213.76102076014794,51272.2417909127,45.64249422544685,21.28702576810963,33.07048000644351,19.108,1.2,20.826,3,5,1
Stockton-on-Tees,E06000004,"North East, Yorkshire and The Humber",slac,2011,Requires improvement to be good,398.4689207843536,146.26551546731608,101.12017144432393,151.09361688651833,940.8947362086271,238.77254178116632,356.77359359272333,50436.3846439021,36.70688172603383,25.377179039528887,37.91854496182609,24.625,1.6400000000000001,25.79,4,7,0
Stockton-on-Tees,E06000004,"North East, Yorkshire and The Humber",cpi,2013,Requires improvement to be good,381.72111951731443,196.1039817300489,95.27453467225757,90.34260311500798,902.413994130767,225.2353065538004,213.57589388890773,54473.32825834692,51.373626373626365,24.95919921662496,23.66717440974867,24.625,1.6400000000000001,25.79,4,7,0
Stockton-on-Tees,E06000004,"North East, Yorkshire and The Humber",sif,2017,Good,395.54091089141804,205.00222456070765,101.95081254870281,88.58787378200758,919.862583468414,237.09491290396002,206.01831112094786,47235.535613066284,51.82832392702454,25.77503609397559,22.39663997899987,24.625,1.6400000000000001,25.79,4,7,1
